ID,作品名,成立年,性別,y,x1_gender
3694,NA,,女/女,1,0
3695,NA,,女/女,1,0
3696,NA,,女/女,1,0
3697,NA,,女/女,1,0
3698,NA,,女/女,1,0
3699,NA,,女/女,1,0
3700,NA,,女/女,1,0
3701,NA,,女/女,1,0
3702,NA,,女/女,1,0
3703,NA,,女/女,1,0
3704,NA,,女/女,1,0
3705,NA,,女/女,1,0
3706,NA,,女/女,1,0
3707,NA,,女/女,1,0
3708,NA,,女/女,1,0
3709,NA,,女/女,1,0
3710,NA,,女/女,1,0
3711,NA,,女/女,1,0
3712,NA,,女/女,1,0
3713,NA,,女/女,1,0
3714,NA,,女/女,1,0
3715,NA,,女/女,1,0
3716,NA,,女/女,1,0
3717,NA,,女/女,1,0
3718,NA,,女/女,1,0
3719,NA,,女/女,1,0
3720,NA,,女/女,1,0
3721,NA,,女/女,1,0
3722,NA,,女/女,1,0
3723,NA,,女/女,1,0
3724,NA,,女/女,1,0
3725,NA,,女/女,1,0
3726,NA,,女/女,1,0
3727,NA,,女/女,1,0
3728,NA,,女/女,1,0
3729,NA,,女/女,1,0
3730,NA,,女/女,1,0
3731,NA,,女/女,1,0
3732,NA,,女/女,1,0
3733,NA,,女/女,1,0
3734,NA,,女/女,1,0
3735,NA,,女/女,1,0
3736,NA,,女/女,1,0
3737,NA,,女/女,1,0
3738,NA,,女/女,1,0
3739,NA,,女/女,1,0
3740,NA,,女/女,1,0
3741,NA,,女/女,1,0
3742,NA,,女/女,1,0
3743,NA,,女/女,1,0
3744,NA,,女/女,1,0
3745,NA,,女/女,1,0
3746,NA,,女/女,1,0
3747,NA,,女/女,1,0
3748,NA,,女/女,1,0
3749,NA,,女/女,1,0
3750,NA,,女/女,1,0
3751,NA,,女/女,1,0
3752,NA,,女/女,1,0
3753,NA,,女/女,1,0
3754,NA,,女/女,1,0
3755,NA,,女/女,1,0
3756,NA,,女/女,1,0
3757,NA,,女/女,1,0
3758,NA,,女/女,1,0
3759,NA,,女/女,1,0
3760,NA,,女/女,1,0
3761,NA,,女/女,1,0
3762,NA,,女/女,1,0
3763,NA,,女/女,1,0
3764,NA,,女/女,1,0
3765,NA,,女/女,1,0
3766,NA,,女/女,1,0
3767,NA,,女/女,1,0
3768,NA,,女/女,1,0
3769,NA,,女/女,1,0
3770,NA,,女/女,1,0
3771,NA,,女/女,1,0
3772,NA,,女/女,1,0
3773,NA,,女/女,1,0
3774,NA,,女/女,1,0
3775,NA,,女/女,1,0
3776,NA,,女/女,1,0
3777,NA,,女/女,1,0
3778,NA,,女/女,1,0
3779,NA,,女/女,1,0
3780,NA,,女/女,1,0
3781,NA,,女/女,1,0
3782,NA,,女/女,1,0
3783,NA,,女/女,1,0
3784,NA,,女/女,1,0
3785,NA,,女/女,1,0
3786,NA,,女/女,1,0
3787,NA,,女/女,1,0
3788,NA,,女/女,1,0
3789,NA,,女/女,1,0
3790,NA,,女/女,1,0
3791,NA,,女/女,1,0
3792,NA,,女/女,1,0
3793,NA,,女/女,1,0
3794,NA,,女/女,1,0
3795,NA,,女/女,1,0
3796,NA,,女/女,1,0
3797,NA,,女/女,1,0
3798,NA,,女/女,1,0
3799,NA,,女/女,1,0
3800,NA,,女/女,1,0
3801,NA,,女/女,1,0
3802,NA,,女/女,1,0
3803,NA,,女/女,1,0
3804,NA,,女/女,1,0
3805,NA,,女/女,1,0
3806,NA,,女/女,1,0
3807,NA,,女/女,1,0
3808,NA,,女/女,1,0
3809,NA,,女/女,1,0
3810,NA,,女/女,1,0
3811,NA,,女/女,1,0
3812,NA,,女/女,1,0
3813,NA,,女/女,1,0
3814,NA,,女/女,1,0
3815,NA,,女/女,1,0
3816,NA,,女/女,1,0
3817,NA,,女/女,1,0
3818,NA,,女/女,1,0
3819,NA,,女/女,1,0
3820,NA,,女/女,1,0
3821,NA,,女/女,1,0
3822,NA,,女/女,1,0
3823,NA,,女/女,1,0
3824,NA,,女/女,1,0
3825,NA,,女/女,1,0
3826,NA,,女/女,1,0
3827,NA,,女/女,1,0
3828,NA,,女/女,1,0
3829,NA,,女/女,1,0
3830,NA,,女/女,1,0
3831,NA,,女/女,1,0
3832,NA,,女/女,1,0
3833,NA,,女/女,1,0
3834,NA,,女/女,1,0
3835,NA,,女/女,1,0
3836,NA,,女/女,1,0
3837,NA,,女/女,1,0
3838,NA,,女/女,1,0
3839,NA,,女/女,1,0
3840,NA,,女/女,1,0
3841,NA,,女/女,1,0
3842,NA,,女/女,1,0
3843,NA,,女/女,1,0
3844,NA,,女/女,1,0
3845,NA,,女/女,1,0
3846,NA,,女/女,1,0
3847,NA,,女/女,1,0
3848,NA,,女/女,1,0
3849,女学雑誌,1894,女/女,2,0
3850,女学世界,1909,女/女,2,0
3851,婦人倶楽部,1925,女/女,2,0
3852,スタンフォードの自分を変える教室,2013,女/女,2,0
3853,NA,,女/女,2,0
3854,NA,,女/女,2,0
3855,NA,,女/女,2,0
3856,NA,,女/女,2,0
3857,NA,,女/女,2,0
3858,NA,,女/女,2,0
3859,NA,,女/女,2,0
3860,NA,,女/女,2,0
3861,NA,,女/女,2,0
3862,NA,,女/女,2,0
3863,NA,,女/女,2,0
3864,NA,,女/女,2,0
3865,NA,,女/女,2,0
3866,NA,,女/女,2,0
3867,NA,,女/女,2,0
3868,NA,,女/女,2,0
3869,NA,,女/女,2,0
3870,NA,,女/女,2,0
3871,NA,,女/女,2,0
3872,NA,,女/女,2,0
3873,NA,,女/女,2,0
3874,NA,,女/女,2,0
3875,NA,,女/女,2,0
3876,NA,,女/女,2,0
3877,NA,,女/女,2,0
3878,NA,,女/女,2,0
3879,NA,,女/女,2,0
3880,NA,,女/女,2,0
3881,NA,,女/女,2,0
3882,NA,,女/女,2,0
3883,NA,,女/女,2,0
3884,NA,,女/女,2,0
3885,NA,,女/女,2,0
3886,NA,,女/女,2,0
3887,NA,,女/女,2,0
3888,NA,,女/女,2,0
3889,NA,,女/女,2,0
3890,NA,,女/女,2,0
3891,NA,,女/女,2,0
3892,NA,,女/女,2,0
3893,NA,,女/女,2,0
3894,NA,,女/女,2,0
3895,NA,,女/女,2,0
3896,NA,,女/女,2,0
3897,NA,,女/女,2,0
3898,NA,,女/女,2,0
3899,NA,,女/女,2,0
3900,NA,,女/女,2,0
3901,NA,,女/女,2,0
3902,NA,,女/女,2,0
3903,NA,,女/女,2,0
3904,NA,,女/女,2,0
3905,NA,,女/女,2,0
3906,NA,,女/女,2,0
3907,NA,,女/女,2,0
3908,NA,,女/女,2,0
3909,NA,,女/女,2,0
3910,NA,,女/女,2,0
3911,NA,,女/女,2,0
3912,NA,,女/女,2,0
3913,NA,,女/女,2,0
3914,NA,,女/女,2,0
3915,NA,,女/女,2,0
3916,NA,,女/女,2,0
3917,NA,,女/女,2,0
3918,NA,,女/女,2,0
3919,NA,,女/女,2,0
3920,NA,,女/女,2,0
3921,NA,,女/女,2,0
3922,NA,,女/女,2,0
3923,NA,,女/女,2,0
3924,NA,,女/女,2,0
3925,NA,,女/女,2,0
3926,NA,,女/女,2,0
3927,NA,,女/女,2,0
3928,NA,,女/女,2,0
3929,NA,,女/女,2,0
3930,NA,,女/女,2,0
3931,NA,,女/女,2,0
3932,NA,,女/女,2,0
3933,NA,,女/女,2,0
3934,NA,,女/女,2,0
3935,NA,,女/女,2,0
3936,NA,,女/女,2,0
3937,NA,,女/女,2,0
3938,NA,,女/女,2,0
3939,NA,,女/女,2,0
3940,NA,,女/女,2,0
3941,NA,,女/女,2,0
3942,NA,,女/女,2,0
3943,NA,,女/女,2,0
3944,NA,,女/女,2,0
3945,NA,,女/女,2,0
3946,NA,,女/女,2,0
3947,NA,,女/女,2,0
3948,NA,,女/女,2,0
3949,NA,,女/女,2,0
3950,NA,,女/女,2,0
3951,NA,,女/女,2,0
3952,NA,,女/女,2,0
3953,NA,,女/女,2,0
3954,NA,,女/女,2,0
3955,NA,,女/女,2,0
3956,NA,,女/女,2,0
3957,NA,,女/女,2,0
3958,NA,,女/女,2,0
3959,NA,,女/女,2,0
3960,NA,,女/女,2,0
3961,NA,,女/女,2,0
3962,NA,,女/女,2,0
3963,NA,,女/女,2,0
3964,NA,,女/女,2,0
3965,NA,,女/女,2,0
3966,NA,,女/女,2,0
3967,NA,,女/女,2,0
3968,NA,,女/女,2,0
3969,NA,,女/女,2,0
3970,NA,,女/女,2,0
3971,NA,,女/女,2,0
3972,NA,,女/女,2,0
3973,NA,,女/女,2,0
3974,NA,,女/女,2,0
3975,NA,,女/女,2,0
3976,NA,,女/女,2,0
3977,NA,,女/女,2,0
3978,NA,,女/女,2,0
3979,NA,,女/女,2,0
3980,NA,,女/女,2,0
3981,NA,,女/女,2,0
3982,NA,,女/女,2,0
3983,NA,,女/女,2,0
3984,NA,,女/女,2,0
3985,NA,,女/女,2,0
3986,NA,,女/女,2,0
3987,NA,,女/女,2,0
3988,NA,,女/女,2,0
3989,NA,,女/女,2,0
3990,NA,,女/女,2,0
3991,NA,,女/女,2,0
3992,NA,,女/女,2,0
3993,NA,,女/女,2,0
3994,NA,,女/女,2,0
3995,NA,,女/女,2,0
3996,NA,,女/女,2,0
3997,NA,,女/女,2,0
3998,NA,,女/女,2,0
3999,NA,,女/女,2,0
4000,NA,,女/女,2,0
4001,NA,,女/女,2,0
4002,NA,,女/女,2,0
4003,NA,,女/女,2,0
4004,NA,,女/女,2,0
4005,NA,,女/女,2,0
4006,NA,,女/女,2,0
4007,NA,,女/女,2,0
4008,NA,,女/女,2,0
4009,NA,,女/女,2,0
4010,NA,,女/女,2,0
4011,NA,,女/女,2,0
4012,NA,,女/女,2,0
4013,NA,,女/女,2,0
4014,NA,,女/女,2,0
4015,NA,,女/女,2,0
4016,NA,,女/女,2,0
4017,NA,,女/女,2,0
4018,NA,,女/女,2,0
4019,NA,,女/女,2,0
4020,NA,,女/女,2,0
4021,NA,,女/女,2,0
4022,NA,,女/女,2,0
4023,NA,,女/女,2,0
4024,NA,,女/女,2,0
4025,NA,,女/女,2,0
4026,NA,,女/女,2,0
4027,NA,,女/女,2,0
4028,NA,,女/女,2,0
4029,NA,,女/女,2,0
4030,NA,,女/女,2,0
4031,NA,,女/女,2,0
4032,NA,,女/女,2,0
4033,NA,,女/女,2,0
4034,NA,,女/女,2,0
4035,NA,,女/女,2,0
4036,NA,,女/女,2,0
4037,NA,,女/女,2,0
4038,NA,,女/女,2,0
4039,NA,,女/女,2,0
4040,NA,,女/女,2,0
4041,NA,,女/女,2,0
4042,NA,,女/女,2,0
4043,NA,,女/女,2,0
4044,NA,,女/女,2,0
4045,NA,,女/女,2,0
4046,NA,,女/女,2,0
4047,女学世界,1909,女/女,3,0
4048,NA,,女/女,3,0
4049,NA,,女/女,3,0
4050,NA,,女/女,3,0
4051,NA,,女/女,3,0
4052,NA,,女/女,3,0
4053,NA,,女/女,3,0
4054,NA,,女/女,3,0
4055,NA,,女/女,3,0
4056,NA,,女/女,3,0
4057,NA,,女/女,3,0
4058,NA,,女/女,3,0
4059,NA,,女/女,3,0
4060,NA,,女/女,3,0
4061,NA,,女/女,3,0
4062,NA,,女/女,3,0
4063,NA,,女/女,3,0
4064,NA,,女/女,3,0
4065,NA,,女/女,3,0
4066,NA,,女/女,3,0
4067,NA,,女/女,3,0
4068,NA,,女/女,3,0
4069,NA,,女/女,3,0
4070,NA,,女/女,3,0
4071,NA,,女/女,3,0
4072,NA,,女/女,3,0
4073,NA,,女/女,3,0
4074,NA,,女/女,3,0
4075,NA,,女/女,3,0
4076,NA,,女/女,3,0
4077,NA,,女/女,3,0
4078,NA,,女/女,3,0
4079,NA,,女/女,3,0
4080,NA,,女/女,3,0
4081,NA,,女/女,3,0
4082,NA,,女/女,3,0
4083,NA,,女/女,3,0
4084,NA,,女/女,3,0
4085,NA,,女/女,3,0
4086,NA,,女/女,3,0
4087,NA,,女/女,3,0
4088,NA,,女/女,3,0
4089,NA,,女/女,3,0
4090,NA,,女/女,3,0
4091,NA,,女/女,3,0
4092,NA,,女/女,3,0
4093,NA,,女/女,3,0
4094,NA,,女/女,3,0
4095,NA,,女/女,3,0
4096,NA,,女/女,3,0
4097,NA,,女/女,3,0
4098,NA,,女/女,3,0
4099,NA,,女/女,3,0
4100,NA,,女/女,3,0
4101,NA,,女/女,3,0
4102,NA,,女/女,3,0
4103,NA,,女/女,3,0
4104,NA,,女/女,3,0
4105,NA,,女/女,3,0
4106,NA,,女/女,3,0
4107,NA,,女/女,3,0
4108,NA,,女/女,3,0
4109,NA,,女/女,3,0
4110,NA,,女/女,3,0
4111,NA,,女/女,3,0
4112,NA,,女/女,3,0
4113,NA,,女/女,3,0
4114,NA,,女/女,3,0
4115,NA,,女/女,3,0
4116,NA,,女/女,3,0
4117,NA,,女/女,3,0
4118,NA,,女/女,3,0
4119,NA,,女/女,3,0
4120,NA,,女/女,3,0
4121,NA,,女/女,3,0
4122,NA,,女/女,3,0
4123,NA,,女/女,3,0
4124,NA,,女/女,3,0
4125,NA,,女/女,3,0
4126,NA,,女/女,3,0
4127,NA,,女/女,3,0
4128,NA,,女/女,3,0
4129,NA,,女/女,3,0
4130,NA,,女/女,3,0
4131,NA,,女/女,3,0
4132,NA,,女/女,3,0
4133,NA,,女/女,3,0
4134,NA,,女/女,3,0
4135,NA,,女/女,3,0
4136,NA,,女/女,3,0
4137,NA,,女/女,3,0
4138,NA,,女/女,3,0
4139,NA,,女/女,3,0
4140,NA,,女/女,3,0
4141,NA,,女/女,3,0
4142,NA,,女/女,3,0
4143,NA,,女/女,3,0
4144,NA,,女/女,3,0
4145,NA,,女/女/女,1,0
4146,NA,,女/女/女,1,0
4147,NA,,女/女/女,1,0
4148,NA,,女/女/女,2,0
4149,NA,,女/女/女,2,0
4150,NA,,女/女/女,2,0
4151,NA,,女/女/女,2,0
4152,NA,,女/女/女,2,0
4153,NA,,女/女/女,2,0
4154,NA,,女/女/女,2,0
4155,NA,,女/女/女,2,0
4156,NA,,女/女/女,2,0
4157,NA,,女/女/女,2,0
4158,NA,,女/女/女,2,0
4159,NA,,女/女/女,2,0
4160,NA,,女/女/女,2,0
4161,NA,,女/女/女,3,0
4162,NA,,女/女/女,3,0
4163,薩摩歌,1704,男,1,1
4164,淀鯉出世滝徳,1708,男,1,1
4165,淀鯉出世滝徳,1708,男,1,1
4166,淀鯉出世滝徳,1708,男,1,1
4167,淀鯉出世滝徳,1708,男,1,1
4168,博多小女郎波枕,1718,男,1,1
4169,古今集遠鏡,1793,男,1,1
4170,古今集遠鏡,1793,男,1,1
4171,古今集遠鏡,1793,男,1,1
4172,南遊記,1800,男,1,1
4173,南遊記,1800,男,1,1
4174,蘭学事始,1815,男,1,1
4175,仮名文章娘節用,1831,男,1,1
4176,仮名文章娘節用,1831,男,1,1
4177,仮名文章娘節用,1831,男,1,1
4178,春色梅児与美,1832,男,1,1
4179,春色梅児与美,1832,男,1,1
4180,春色梅児与美,1832,男,1,1
4181,恋の花染,1832,男,1,1
4182,恋の花染,1832,男,1,1
4183,恋の花染,1832,男,1,1
4184,恋の花染,1832,男,1,1
4185,春色梅児与美,1833,男,1,1
4186,春色梅児与美,1833,男,1,1
4187,春色梅児与美,1833,男,1,1
4188,春色辰巳園,1835,男,1,1
4189,花廼志満台,1836,男,1,1
4190,花廼志満台,1836,男,1,1
4191,花廼志満台,1836,男,1,1
4192,花廼志満台,1836,男,1,1
4193,花廼志満台,1836,男,1,1
4194,興斗月,1836,男,1,1
4195,花廼志満台,1837,男,1,1
4196,花廼志満台,1837,男,1,1
4197,春色連理の梅,1851,男,1,1
4198,春色連理の梅,1851,男,1,1
4199,春色連理の梅,1858,男,1,1
4200,春色江戸紫,1864,男,1,1
4201,春色江戸紫,1864,男,1,1
4202,春色江戸紫,1864,男,1,1
4203,春色江戸紫,1864,男,1,1
4204,交易問答,1869,男,1,1
4205,交易問答,1869,男,1,1
4206,交易問答,1869,男,1,1
4207,交易問答,1869,男,1,1
4208,交易問答,1869,男,1,1
4209,交易問答,1869,男,1,1
4210,交易問答,1869,男,1,1
4211,安愚楽鍋,1871,男,1,1
4212,安愚楽鍋,1872,男,1,1
4213,安愚楽鍋,1872,男,1,1
4214,春秋雑誌会話篇,1873,男,1,1
4215,春秋雑誌会話篇,1873,男,1,1
4216,春秋雑誌会話篇,1873,男,1,1
4217,春秋雑誌会話篇,1873,男,1,1
4218,文明開化,1874,男,1,1
4219,よりあひばなし,1874,男,1,1
4220,よりあひばなし,1874,男,1,1
4221,よりあひばなし,1874,男,1,1
4222,開化問答,1874,男,1,1
4223,開化問答,1874,男,1,1
4224,開化問答,1874,男,1,1
4225,開化問答,1875,男,1,1
4226,開化問答,1875,男,1,1
4227,開化問答,1875,男,1,1
4228,開化問答,1875,男,1,1
4229,開化問答,1875,男,1,1
4230,開化問答,1875,男,1,1
4231,開化問答,1875,男,1,1
4232,開化問答,1875,男,1,1
4233,明治の光,1875,男,1,1
4234,明治の光,1875,男,1,1
4235,明治の光,1875,男,1,1
4236,明治の光,1875,男,1,1
4237,明治の光,1875,男,1,1
4238,明六雑誌,1875,男,1,1
4239,明六雑誌,1875,男,1,1
4240,文明田舎問答,1878,男,1,1
4241,五重塔,1891,男,1,1
4242,五重塔,1891,男,1,1
4243,五重塔,1891,男,1,1
4244,女学雑誌,1894,男,1,1
4245,女学雑誌,1894,男,1,1
4246,太陽,1895,男,1,1
4247,太陽,1895,男,1,1
4248,太陽,1895,男,1,1
4249,太陽,1895,男,1,1
4250,太陽,1895,男,1,1
4251,太陽,1895,男,1,1
4252,太陽,1895,男,1,1
4253,太陽,1895,男,1,1
4254,太陽,1895,男,1,1
4255,太陽,1895,男,1,1
4256,太陽,1895,男,1,1
4257,太陽,1895,男,1,1
4258,太陽,1895,男,1,1
4259,太陽,1895,男,1,1
4260,太陽,1895,男,1,1
4261,太陽,1895,男,1,1
4262,太陽,1895,男,1,1
4263,太陽,1895,男,1,1
4264,太陽,1895,男,1,1
4265,太陽,1895,男,1,1
4266,太陽,1895,男,1,1
4267,太陽,1895,男,1,1
4268,太陽,1895,男,1,1
4269,太陽,1895,男,1,1
4270,太陽,1895,男,1,1
4271,太陽,1895,男,1,1
4272,太陽,1895,男,1,1
4273,太陽,1895,男,1,1
4274,太陽,1895,男,1,1
4275,太陽,1895,男,1,1
4276,太陽,1895,男,1,1
4277,太陽,1895,男,1,1
4278,太陽,1895,男,1,1
4279,太陽,1895,男,1,1
4280,太陽,1895,男,1,1
4281,太陽,1895,男,1,1
4282,太陽,1895,男,1,1
4283,太陽,1895,男,1,1
4284,太陽,1895,男,1,1
4285,太陽,1895,男,1,1
4286,太陽,1895,男,1,1
4287,太陽,1895,男,1,1
4288,太陽,1895,男,1,1
4289,太陽,1895,男,1,1
4290,太陽,1895,男,1,1
4291,太陽,1895,男,1,1
4292,太陽,1895,男,1,1
4293,太陽,1895,男,1,1
4294,太陽,1895,男,1,1
4295,太陽,1895,男,1,1
4296,太陽,1895,男,1,1
4297,太陽,1895,男,1,1
4298,太陽,1895,男,1,1
4299,太陽,1895,男,1,1
4300,太陽,1895,男,1,1
4301,太陽,1895,男,1,1
4302,太陽,1895,男,1,1
4303,太陽,1895,男,1,1
4304,今戸心中,1896,男,1,1
4305,今戸心中,1896,男,1,1
4306,思出の記,1900,男,1,1
4307,太陽,1901,男,1,1
4308,太陽,1901,男,1,1
4309,太陽,1901,男,1,1
4310,太陽,1901,男,1,1
4311,太陽,1901,男,1,1
4312,太陽,1901,男,1,1
4313,太陽,1901,男,1,1
4314,太陽,1901,男,1,1
4315,太陽,1901,男,1,1
4316,太陽,1901,男,1,1
4317,太陽,1901,男,1,1
4318,太陽,1901,男,1,1
4319,太陽,1901,男,1,1
4320,太陽,1901,男,1,1
4321,太陽,1901,男,1,1
4322,太陽,1901,男,1,1
4323,太陽,1901,男,1,1
4324,太陽,1901,男,1,1
4325,太陽,1901,男,1,1
4326,太陽,1901,男,1,1
4327,太陽,1901,男,1,1
4328,太陽,1901,男,1,1
4329,太陽,1901,男,1,1
4330,太陽,1901,男,1,1
4331,太陽,1901,男,1,1
4332,太陽,1901,男,1,1
4333,太陽,1901,男,1,1
4334,太陽,1901,男,1,1
4335,太陽,1901,男,1,1
4336,太陽,1901,男,1,1
4337,太陽,1901,男,1,1
4338,太陽,1901,男,1,1
4339,太陽,1901,男,1,1
4340,太陽,1901,男,1,1
4341,太陽,1901,男,1,1
4342,太陽,1901,男,1,1
4343,太陽,1901,男,1,1
4344,太陽,1901,男,1,1
4345,太陽,1901,男,1,1
4346,太陽,1901,男,1,1
4347,太陽,1901,男,1,1
4348,太陽,1901,男,1,1
4349,士族の商法,1903,男,1,1
4350,三題咄佃嶋ほか,1903,男,1,1
4351,成田小僧,1903,男,1,1
4352,地獄めぐり,1903,男,1,1
4353,素人車,1903,男,1,1
4354,吾輩は猫である,1905,男,1,1
4355,吾輩は猫である,1905,男,1,1
4356,吾輩は猫である,1905,男,1,1
4357,吾輩は猫である,1905,男,1,1
4358,吾輩は猫である,1905,男,1,1
4359,吾輩は猫である,1905,男,1,1
4360,吾輩は猫である,1905,男,1,1
4361,吾輩は猫である,1905,男,1,1
4362,吾輩は猫である,1905,男,1,1
4363,吾輩は猫である,1905,男,1,1
4364,昔の三題噺大根売,1906,男,1,1
4365,地口,1906,男,1,1
4366,蒲団,1907,男,1,1
4367,蒲団,1907,男,1,1
4368,竹の子（筍手討）,1908,男,1,1
4369,何処へ,1909,男,1,1
4370,何処へ,1909,男,1,1
4371,何処へ,1909,男,1,1
4372,何処へ,1909,男,1,1
4373,何処へ,1909,男,1,1
4374,読売新聞,1909,男,1,1
4375,読売新聞,1909,男,1,1
4376,読売新聞,1909,男,1,1
4377,うどんや,1909,男,1,1
4378,太陽,1909,男,1,1
4379,太陽,1909,男,1,1
4380,太陽,1909,男,1,1
4381,太陽,1909,男,1,1
4382,太陽,1909,男,1,1
4383,太陽,1909,男,1,1
4384,太陽,1909,男,1,1
4385,太陽,1909,男,1,1
4386,太陽,1909,男,1,1
4387,太陽,1909,男,1,1
4388,太陽,1909,男,1,1
4389,太陽,1909,男,1,1
4390,太陽,1909,男,1,1
4391,太陽,1909,男,1,1
4392,太陽,1909,男,1,1
4393,太陽,1909,男,1,1
4394,太陽,1909,男,1,1
4395,太陽,1909,男,1,1
4396,太陽,1909,男,1,1
4397,太陽,1909,男,1,1
4398,太陽,1909,男,1,1
4399,太陽,1909,男,1,1
4400,太陽,1909,男,1,1
4401,太陽,1909,男,1,1
4402,太陽,1909,男,1,1
4403,太陽,1909,男,1,1
4404,太陽,1909,男,1,1
4405,太陽,1909,男,1,1
4406,太陽,1909,男,1,1
4407,太陽,1909,男,1,1
4408,太陽,1909,男,1,1
4409,太陽,1909,男,1,1
4410,太陽,1909,男,1,1
4411,太陽,1909,男,1,1
4412,太陽,1909,男,1,1
4413,太陽,1909,男,1,1
4414,太陽,1909,男,1,1
4415,太陽,1909,男,1,1
4416,太陽,1909,男,1,1
4417,太陽,1909,男,1,1
4418,太陽,1909,男,1,1
4419,太陽,1909,男,1,1
4420,太陽,1909,男,1,1
4421,太陽,1909,男,1,1
4422,太陽,1909,男,1,1
4423,太陽,1909,男,1,1
4424,太陽,1909,男,1,1
4425,太陽,1909,男,1,1
4426,太陽,1909,男,1,1
4427,太陽,1909,男,1,1
4428,太陽,1909,男,1,1
4429,太陽,1909,男,1,1
4430,太陽,1909,男,1,1
4431,女学世界,1909,男,1,1
4432,女学世界,1909,男,1,1
4433,女学世界,1909,男,1,1
4434,或る女,1911,男,1,1
4435,或る女,1911,男,1,1
4436,或る女,1911,男,1,1
4437,或る女,1911,男,1,1
4438,或る女,1911,男,1,1
4439,或る女,1911,男,1,1
4440,鉄砲弥八,1911,男,1,1
4441,日と月の下界旅行,1912,男,1,1
4442,あらくれ,1915,男,1,1
4443,あらくれ,1915,男,1,1
4444,腕くらべ,1916,男,1,1
4445,腕くらべ,1916,男,1,1
4446,腕くらべ,1916,男,1,1
4447,腕くらべ,1916,男,1,1
4448,腕くらべ,1916,男,1,1
4449,腕くらべ,1916,男,1,1
4450,腕くらべ,1916,男,1,1
4451,腕くらべ,1916,男,1,1
4452,腕くらべ,1916,男,1,1
4453,腕くらべ,1916,男,1,1
4454,腕くらべ,1916,男,1,1
4455,腕くらべ,1916,男,1,1
4456,太陽,1917,男,1,1
4457,太陽,1917,男,1,1
4458,太陽,1917,男,1,1
4459,太陽,1917,男,1,1
4460,太陽,1917,男,1,1
4461,太陽,1917,男,1,1
4462,太陽,1917,男,1,1
4463,太陽,1917,男,1,1
4464,太陽,1917,男,1,1
4465,太陽,1917,男,1,1
4466,太陽,1917,男,1,1
4467,太陽,1917,男,1,1
4468,太陽,1917,男,1,1
4469,太陽,1917,男,1,1
4470,太陽,1917,男,1,1
4471,太陽,1917,男,1,1
4472,太陽,1917,男,1,1
4473,太陽,1917,男,1,1
4474,太陽,1917,男,1,1
4475,太陽,1917,男,1,1
4476,太陽,1917,男,1,1
4477,太陽,1917,男,1,1
4478,太陽,1917,男,1,1
4479,太陽,1917,男,1,1
4480,太陽,1917,男,1,1
4481,太陽,1917,男,1,1
4482,太陽,1917,男,1,1
4483,太陽,1917,男,1,1
4484,太陽,1917,男,1,1
4485,太陽,1917,男,1,1
4486,太陽,1917,男,1,1
4487,太陽,1917,男,1,1
4488,太陽,1917,男,1,1
4489,太陽,1917,男,1,1
4490,太陽,1917,男,1,1
4491,太陽,1917,男,1,1
4492,太陽,1917,男,1,1
4493,太陽,1917,男,1,1
4494,太陽,1917,男,1,1
4495,太陽,1917,男,1,1
4496,太陽,1917,男,1,1
4497,太陽,1917,男,1,1
4498,太陽,1917,男,1,1
4499,太陽,1917,男,1,1
4500,太陽,1917,男,1,1
4501,太陽,1917,男,1,1
4502,太陽,1917,男,1,1
4503,太陽,1917,男,1,1
4504,太陽,1917,男,1,1
4505,太陽,1917,男,1,1
4506,太陽,1917,男,1,1
4507,田園の憂鬱,1918,男,1,1
4508,田園の憂鬱,1918,男,1,1
4509,蔵の中,1919,男,1,1
4510,蔵の中,1919,男,1,1
4511,暗夜行路,1921,男,1,1
4512,暗夜行路,1921,男,1,1
4513,暗夜行路,1921,男,1,1
4514,暗夜行路,1921,男,1,1
4515,理屈あんま,1924,男,1,1
4516,読売新聞,1925,男,1,1
4517,読売新聞,1925,男,1,1
4518,読売新聞,1925,男,1,1
4519,読売新聞,1925,男,1,1
4520,太陽,1925,男,1,1
4521,太陽,1925,男,1,1
4522,太陽,1925,男,1,1
4523,太陽,1925,男,1,1
4524,太陽,1925,男,1,1
4525,太陽,1925,男,1,1
4526,太陽,1925,男,1,1
4527,太陽,1925,男,1,1
4528,太陽,1925,男,1,1
4529,太陽,1925,男,1,1
4530,太陽,1925,男,1,1
4531,太陽,1925,男,1,1
4532,太陽,1925,男,1,1
4533,太陽,1925,男,1,1
4534,太陽,1925,男,1,1
4535,太陽,1925,男,1,1
4536,太陽,1925,男,1,1
4537,太陽,1925,男,1,1
4538,太陽,1925,男,1,1
4539,太陽,1925,男,1,1
4540,太陽,1925,男,1,1
4541,太陽,1925,男,1,1
4542,太陽,1925,男,1,1
4543,太陽,1925,男,1,1
4544,太陽,1925,男,1,1
4545,太陽,1925,男,1,1
4546,太陽,1925,男,1,1
4547,太陽,1925,男,1,1
4548,太陽,1925,男,1,1
4549,太陽,1925,男,1,1
4550,太陽,1925,男,1,1
4551,太陽,1925,男,1,1
4552,太陽,1925,男,1,1
4553,太陽,1925,男,1,1
4554,太陽,1925,男,1,1
4555,太陽,1925,男,1,1
4556,太陽,1925,男,1,1
4557,太陽,1925,男,1,1
4558,太陽,1925,男,1,1
4559,太陽,1925,男,1,1
4560,太陽,1925,男,1,1
4561,太陽,1925,男,1,1
4562,太陽,1925,男,1,1
